-181.885, 48.448, 4.599, 11.830
-181.881, 48.295, 4.614, 11.863
-181.877, 48.141, 4.630, 11.896
-181.873, 47.986, 4.645, 11.929
-181.870, 47.831, 4.660, 11.962
-181.866, 47.675, 4.675, 11.995
-181.862, 47.519, 4.690, 12.028
-181.858, 47.362, 4.706, 12.061
-181.854, 47.205, 4.722, 12.094
-181.851, 47.047, 4.737, 12.127
-181.847, 46.889, 4.753, 12.160
-181.843, 46.730, 4.769, 12.193
-181.839, 46.571, 4.785, 12.226
-181.836, 46.411, 4.800, 12.259
-181.832, 46.251, 4.816, 12.292
-181.828, 46.090, 4.831, 12.325
-181.825, 45.929, 4.847, 12.358
-181.821, 45.767, 4.863, 12.391
-181.817, 45.604, 4.880, 12.424
-181.814, 45.441, 4.896, 12.457
-181.810, 45.278, 4.911, 12.490
-181.807, 45.113, 4.928, 12.523
-181.803, 44.949, 4.944, 12.556
-181.800, 44.784, 4.960, 12.589
-181.796, 44.618, 4.976, 12.622
-181.793, 44.452, 4.993, 12.655
-181.789, 44.285, 5.010, 12.688
-181.786, 44.117, 5.026, 12.721
-181.782, 43.950, 5.042, 12.754
-181.779, 43.781, 5.059, 12.787
-181.775, 43.612, 5.077, 12.820
-181.772, 43.442, 5.094, 12.853
-181.768, 43.272, 5.108, 12.886
-181.765, 43.102, 5.113, 12.919
-181.762, 42.932, 5.104, 12.952
-181.758, 42.762, 5.098, 12.985
-181.755, 42.592, 5.109, 13.018
-181.752, 42.421, 5.138, 13.051
-181.749, 42.249, 5.184, 13.084
-181.745, 42.074, 5.233, 13.117
-181.742, 41.899, 5.266, 13.150
-181.739, 41.723, 5.274, 13.183
-181.735, 41.548, 5.266, 13.216
-181.732, 41.373, 5.255, 13.249
-181.729, 41.198, 5.249, 13.282
-181.726, 41.023, 5.255, 13.315
-181.723, 40.847, 5.279, 13.348
-181.720, 40.670, 5.320, 13.381
-181.717, 40.492, 5.370, 13.414
-181.713, 40.311, 5.412, 13.447
-181.710, 40.130, 5.432, 13.480
-181.707, 39.949, 5.432, 13.513
-181.704, 39.769, 5.422, 13.546
-181.701, 39.588, 5.414, 13.579
-181.698, 39.408, 5.414, 13.612
-181.695, 39.227, 5.431, 13.645
-181.692, 39.045, 5.467, 13.678
-181.689, 38.862, 5.519, 13.711
-181.686, 38.676, 5.572, 13.744
-181.683, 38.489, 5.606, 13.777
-181.680, 38.302, 5.612, 13.810
-181.677, 38.116, 5.600, 13.843
-181.674, 37.930, 5.584, 13.876
-181.671, 37.744, 5.572, 13.909
-181.668, 37.559, 5.573, 13.942
-181.665, 37.373, 5.591, 13.975
-181.663, 37.186, 5.627, 14.008
-181.660, 36.997, 5.680, 14.041
-181.657, 36.805, 5.738, 14.074
-181.654, 36.613, 5.783, 14.107
-181.651, 36.420, 5.799, 14.140
-181.648, 36.227, 5.791, 14.173
-181.645, 36.034, 5.774, 14.206
-181.643, 35.843, 5.758, 14.239
-181.640, 35.651, 5.751, 14.272
-181.637, 35.460, 5.760, 14.305
-181.634, 35.267, 5.788, 14.338
-181.632, 35.073, 5.835, 14.371
-181.629, 34.876, 5.898, 14.404
-181.626, 34.678, 5.962, 14.437
-181.624, 34.478, 6.004, 14.470
-181.621, 34.277, 6.010, 14.503
-181.618, 34.078, 5.993, 14.536
-181.615, 33.879, 5.969, 14.569
-181.613, 33.681, 5.948, 14.602
-181.610, 33.483, 5.938, 14.635
-181.608, 33.286, 5.946, 14.668
-181.605, 33.087, 5.973, 14.701
-181.603, 32.887, 6.018, 14.734
-181.600, 32.684, 6.080, 14.767
-181.597, 32.479, 6.152, 14.800
-181.595, 32.272, 6.213, 14.833
-181.592, 32.064, 6.242, 14.866
-181.590, 31.857, 6.231, 14.899
-181.587, 31.650, 6.200, 14.932
-181.585, 31.445, 6.164, 14.965
-181.582, 31.241, 6.132, 14.998
-181.580, 31.037, 6.114, 15.031
-181.578, 30.834, 6.115, 15.064
-181.575, 30.630, 6.135, 15.097
-181.573, 30.424, 6.174, 15.130
-181.571, 30.217, 6.232, 15.163
-181.568, 30.007, 6.310, 15.196
-181.566, 29.793, 6.402, 15.229
-181.564, 29.577, 6.481, 15.262
-181.561, 29.360, 6.525, 15.295
-181.559, 29.142, 6.526, 15.328
-181.557, 28.926, 6.498, 15.361
-181.554, 28.711, 6.459, 15.394
-181.552, 28.497, 6.420, 15.427
-181.550, 28.284, 6.391, 15.460
-181.548, 28.072, 6.382, 15.493
-181.545, 27.859, 6.392, 15.526
-181.543, 27.646, 6.421, 15.559
-181.541, 27.430, 6.470, 15.592
-181.539, 27.213, 6.539, 15.625
-181.537, 26.992, 6.624, 15.658
-181.535, 26.769, 6.705, 15.691
-181.532, 26.543, 6.762, 15.724
-181.530, 26.317, 6.779, 15.757
-181.528, 26.092, 6.766, 15.790
-181.526, 25.867, 6.740, 15.823
-181.524, 25.644, 6.716, 15.856
-181.522, 25.421, 6.703, 15.889
-181.520, 25.197, 6.708, 15.922
-181.518, 24.973, 6.732, 15.955
-181.516, 24.748, 6.775, 15.988
-181.513, 24.520, 6.837, 16.021
-181.511, 24.290, 6.912, 16.054
-181.509, 24.058, 6.980, 16.087
-181.507, 23.824, 7.022, 16.120
-181.505, 23.589, 7.030, 16.153
